边学,1
过程,150
基础,77
摸爬滚打,4
一身,10
Python,46
落个,1
到头来,6
搞好,5
自由自在,19
经济,65
39,113
周日,15
雨后,1
后山,3
顺道,3
四月,6
清凉,5
荷叶,5
挂雨尖,1
青蛙,4
鸟鸣,6
翠柳生,1
湖边,4
闲步,1
幽情,1
波柔水,1
自怜,2
40,153
有没有,39
最能,6
打发,9
知乎,38
抖音,13
漫画,1
容易,143
感到疲倦,2
良好,17
身体,169
一会儿,62
打电话,24
睡一觉,17
打扰,15
模式,38
25,213
妥协,18
把握,147
总得,11
有个度,1
太过,65
走心,7
坚持,79
伤心,19
事业,16
恣意,11
富足,3
多好,23
与其说是,1
不如说是,1
责任心,2
太重,11
遇不到,1
一旦,24
倾心,9
相付,1
恐怕,60
一部分,24
不怕,14
孤独,107
一生,94
就算,95
封闭,4
也好,73
承受,26
个人,68
余生,17
虚伪,6
不如,116
平凡,40
寻找,17
真挚,8
35,160
记得,57
点半,11
怎么,347
睡着,55
哈哈,438
刚才,205
看到,352
一句,106
相互,35
痴情,3
一节课,11
周末,57
过成,1
气不气,1
结束,53
不论,55
结果,161
如何,153
折腾,21
48,114
边缘,3
不了,108
打击,53
写首,1
发泄,18
留恋,17
非时花,1
自落,3
辣手,1
摧花,1
柳堪能,1
无力,12
问世,2
老子,20
稀罕,2
妄为,2
无休止,3
浪费时间,21
受不了,38
其他,186
拖累,4
再也,35
确实,297
经验,73
识人,1
用人,1
之才,1
全局,14
引导,27
走向,12
气魄,7
一点一点,18
见识,26
积累,37
主要,114
挫折,26
击倒,3
优柔寡断,2
舍得,6
转头就走,1
坚毅,6
内心,119
这般,6
资历,1
做不了,9
困苦,2
羁绊,8
看着,79
身旁,3
身不由己,4
难受,166
人情,7
表面,31
功夫,9
令人恶心,1
我要,118
洞察,5
事物本质,1
而且,90
能驭,1
人识,1
爱人,3
面对,153
从容不迫,5
迎难而上,3
丰富多彩,10
伤害,15
资本,17
做作,3
很少,23
欧克,16
想通,3
贪心,2
其余,3
自然而然,17
当然,248
有所,72
凭借,7
拿到,43
教材,8
巨人,2
肩膀,3
学好,21
一门,21
知识,60
尽可能,30
全面,31
理解,147
来自,26
综合,16
顿悟,6
多强,1
厚积薄发,14
量变,14
质变,14
23,558
关机,4
下午,200
没给,1
崔军,3
电话,35
专心,46
突然,111
学医,1
机械,77
太苦,1
高考,105
多考,2
50,155
专业,72
这么久,75
发出,14
昨晚,137
不闷,2
关门,1
一个半,8
一道,13
材料力学,44
题目,40
没睡,5
听懂,7
一到,2
计算,21
分析,69
例题,6
希望,299
缺氧,2
缺水,1
心烦,3
意燥,2
思考,244
心疼,8
42,110
每天,194
各科,18
温故知新,2
好巧,5
培玲,2
哈哈哈,58
待会儿,51
一起,224
吃饭,115
工程,40
材料,46
纪律,4
实验成绩,1
零分,1
老师,192
承诺,13
亲眼,2
感触,36
严格,9
装好,1
装置,2
效果,62
不错,207
总算,12
调试,6
贾文兴,37
两天,56
负责,27
不用,74
手机,143
一切都是,13
轻松,40
和谐,11
58,128
飞行,10
先先,1
简单,243
入手,5
心理,107
规律,60
了解,109
47,133
暂时,38
存储,2
没网,4
明天,253
没课,7
公平,23
组长,9
标榜,1
团结,5
是不是,71
想到,68
一年,94
值得,100
过去,273
终于,190
熬夜,28
早点,43
24,267
画图,33
格物致知,3
虚心,1
待物,1
认同,15
这方面,26
好像,118
渐行,5
渐远,6
发现,132
长处,3
才能,151
手下,7
51,121
卧槽,7
开个机,1
打通,2
偏向,16
保持,135
现状,16
印象,59
当初,13
不该,30
寻求,10
麻烦事,2
那些,96
八面玲珑,1
之人,10
道理,64
妈累,1
几天,163
日记,62
电脑,79
记事本,1
源于,2
太难受,7
明早,27
实验,46
答辩,32
分钟,38
中文,12
case,4
上次,26
康杰,1
是因为,89
这次,67
指导,4
生活态度,19
心底,22
排斥,16
费劲,4
讨好,6
活法,6
无限,43
极限,14
好久不见,2
远在天边,1
朋友,126
无关,10
风月,1
治愈,12
工作,229
压迫,9
功败垂成,2
越是,48
后面,94
书读,5
百遍,3
其义,2
自见,2
我信,2
记住,22
要是,100
一周,37
呵呵,61
早就,39
求求,7
别来,1
下周,27
流体力学,22
考试,211
活动室,11
整体,33
清扫,1
干净,6
人开,1
空调,16
报告,56
感伤,25
再有,16
简直,74
摧残,3
叫做,26
在实践中,2
试错,10
中学,18
学会,101
反思,44
整年,3
上面,21
导致,47
大学生,8
本职,5
学业,17
层层,4
am,14
free,2
again,2
tmr,2
想菲菲,1
课程,66
情缘,3
经历,175
补下来,1
房真,1
舒服,125
一天,232
还要,84
复习,255
呜呜,15
开脱,3
需求,69
不太,13
文化背景,1
克制,16
渠道,11
当下,87
PPT,24
悲哀,23
愿意,85
拼搏,20
殚精竭虑,1
以后,235
读书,33
故事,67
观察,16
周边,6
人物,5
不至于,45
深陷,4
无法自拔,2
炼达,1
看清楚,1
高低贵贱,1
究竟,58
好多,224
现有,12
深究,1
剩下,53
静谧,7
美好,146
上台,4
录音,5
下来,98
注意,52
提升,88
听到,62
回忆,101
中午,60
讲解,2
紧张,17
还行,16
05,228
cL3xHlZFzTIkyKvsaX0ivw,1
后天,18
晴好,1
劳过,1
心无焦,1
打个,15
早自习,3
概率论,44
去川,1
美取,1
快递,27
等不及,1
好脏,1
阴道,2
下面,23
有个,64
JJ,1
打理,3
基因,42
诞生,5
美妙,7
奇特,2
想不到,19
释放,34
性欲,17
平和,33
积极,20
进取,4
调节,10
自身,47
掌阅,1
音频,1
讲座,10
讲得,12
告诉,38
诉诸,1
情感,43
一味,15
起到,8
事半功倍,5
另外,51
挺舒服,4
TM,40
起初,1
几何,7
高中,112
定理,4
最大,100
障碍,6
设限,15
做多大,1
定论,3
毛泽少,1
思美人,13
爸妈,24
二十岁,4
近点,2
看来,39
和菲菲,2
差不多,58
老弟,11
差别,39
十来,2
哥哥,7
出生,5
小孩,22
一辈,4
不得不,62
副作用,3
肚子,20
53,128
简而难,2
一棵树上吊死,1
放下,89
原理,73
至少,186
一两个,3
27,197
早起,36
珍惜,116
浪费,70
36,125
移动,9
通知,17
我用,3
流量,10
搞完,8
估计,19
故障,4
划不来,1
非要,15
一出,2
做作业,12
效率,72
搞不懂,3
写字,54
咚咚,1
这手速,1
黄巧,11
周艳秋,8
速度,28
吓死,6
居然,180
朗朗,11
重大,73
录个,1
面试,41
视频,46
好长时间,2
搬到,4
312,6
办公,4
周四,9
闭馆,3
只好,9
算了,70
寝室,129
卷子,29
准时,11
忙碌,13
分心,3
那里,68
看出,17
说不上,2
无奈,57
忐忑不安,1
强迫症,4
输入法,6
皮肤,6
.-,10
EXSmhyW,1
CMuWa0VMVji4Q,1
所想,4
经过,39
后写,1
这里,192
说法,16
好久,55
起身,2
牵挂,11
直接,138
做做,11
想起,141
小时候,53
见解,5
渐渐,68
想法,180
不过如此,22
是从,14
四点,8
玩抖,1
音到,1
五点,13
六点,12
悠哉悠哉,2
巧者,7
劳而,5
知者,6
真谛,6
休息,101
好开心,9
一次性,5
进步,37
事会,1
放松,38
很行,1
错觉,12
略久,1
退步,3
忘却,8
投入,36
常常,46
挫败,10
不同,205
拖延时间,1
长远,51
适合,52
用来,42
这是,83
慢慢,97
积聚,1
总之,47
分散开来,1
加深,6
突击,8
完来,2
保证质量,1
界定,3
停下来,21
英语听力,8
软件,26
太棒,2
掌门,19
辅导,2
通过,62
大概,43
语文,6
108,1
数学,116
130,3
英语,143
138,4
理综,3
258,1
物理,20
88,3
化学,5
生物,20
80,17
差得,8
一分,6
三级,2
多半,22
加成,2
室内,5
蒙蔽,19
双眼,18
恰当,20
环境,228
体味,8
这么晚,2
哪儿,16
掌握,34
特点,22
透彻,5
歌词,16
太棒了,4
电视剧,1
主题曲,2
张靓颖,1
作词,1
振华,1
海雷,1
作曲,1
简弘,1
编曲,1
万家,2
长路,3
迢迢,2
思君,5
远方,29
白驹,2
驰骋,3
星辰,6
浩荡,3
心郁伤,1
浮云,9
悠悠,25
归鸟,2
辞远乡,2
上下,4
求索,3
衷肠,2
回望,5
心若香,3
苍凉,4
香草,4
何来,3
美人赏,3
古人,3
不及,12
徒留,4
一抹,6
思美人兮心,3
自香,3
芬芳,9
世人,14
平生,7
沧浪,3
飞御,4
九天,8
高翔,4
白天,21
好难,25
后知后觉,6
敏锐,5
感知,7
智商,8
不起,9
出人头地,10
要说,33
肯定,107
倘若,42
不择手段,5
没意思,28
共处,2
半辈子,4
下一辈,1
平辈,1
陪伴,25
存在,56
怎么样,61
观念,15
接近,18
不然,57
忘年交,1
zWc,1
qSq2NFjUQvjzlncmeA,1
刷牙,2
回到,80
床上,32
高潮,8
第几个,2
样子,36
心中,96
太高,11
照样,5
有人,71
顺风,2
顺水,1
稳定,24
累死累活,1
高三,8
还累,1
受到,46
意识,40
狭隘,5
道路,32
只不过,92
事倍功半,4
回馈,2
前提,18
很累,16
要不是,11
积极进取,3
辜负,10
导引,1
说话,51
腰疼,6
无聊,34
发呆,2
意淫,7
随时,20
最佳,13
搞定,22
相率,1
越来越,49
看不起,13
几斤几两,3
初中,71
小学,43
重演,2
没人,15
帮得,1
yBZDWXcHTi,1
EpT03JQwgrA,1
唯美,9
有木有,3
出淤泥而不染,2
美人,4
算是,106
无憾,5
终归是,4
欣赏,40
建立,62
模样,14
乐事,1
丰富,26
精神境界,2
推崇,7
白居易,2
一大,28
接地,7
高度,36
顺利,14
不愿,7
享受,158
别站,1
看似,5
平常,21
某些,40
难以,66
企及,3
全校,1
停水,1
鸟上,1
枝头,10
蚊子,3
多心,1
浪漫,36
纯洁,9
长得,14
清新,11
抵抗力,2
丸子,2
T恤,2
青春,78
活泼,6
无暇,6
本能,16
说明,49
激素,15
太大,17
对面,27
恩爱,2
家伙,1
讲话,5
耳塞,14
待人,6
硬伤,3
敢爱敢恨,1
欺负,4
一叫,1
摘下,1
很瘦,1
欢迎,2
当成,3
傻子,15
郑铮,1
有次,1
家里,119
说声,4
有事,4
过来,59
俨然,2
地主家,1
少爷,2
使唤,1
农户,1
多么,66
比较关心,1
健康,22
一度,3
没人管,1
从小,31
没生,1
重感冒,3
走路,9
不稳,1
回家,70
吃药,3
表达方式,1
从小到大,18
脚崴,1
那次,7
自行车,12
孟轩生,1
催促,5
胆量,3
懈怠,6
脚趾甲,1
踢掉,1
看过,21
开始,372
强忍,1
疼痛,2
世界,332
人爱,1
死心塌地,1
对不起,9
夸张,2
不谦虚,2
受过,3
世界观,46
矫情,2
含蓄,7
仪式,19
感是,1
后来,36
形成,53
人穷,1
只能靠,7
磨灭,10
佛系,12
得过且过,13
更加,114
均衡,3
看法,48
二十余年,1
养育,1
时不时,12
正确,35
教育,25
提前,55
知味,1
苦涩,3
平淡,41
后半辈子,1
相处,37
继续,66
适应,32
独自,38
坐在,67
往事,30
想丁欢,1
彭谨,2
大脑,44
自觉,23
整理,68
发生,33
走过,34
不失为,6
统计,11
高频,4
金庸,1
小说,7
说起,6
好多天,2
学了,10
编程,21
走不出,1
舒适,33
摆脱,28
时林林杰,1
刘朗,4
智障,7
对白,1
缠绕,3
轻视,1
任何,107
许久,2
固化,8
思维,105
一时间,6
转变,7
一般,70
重庆,62
口语化,3
长时间,13
今天下午,44
45,137
点半来,1
第三次,8
遇到,59
用脑,1
很困,2
果然,80
长期,35
洗个,15
考好,5
模电,21
硬生生,4
写成,4
聊天记录,10
十点,14
一刻,3
歌曲,13
作业题,3
来记,1
公式,18
批次,1
记忆,56
打字,29
基本,103
数字,4
范围,20
笛子,67
带点,2
OK,25
小猪,1
佩奇,2
31,183
一本,43
写个,11
几十万,2
听见,3
张朝鑫,1
陈浩帮,1
拒绝,43
确定,55
陈浩,32
时刻,34
损耗,2
义气,1
合作,19
章节,4
每个,104
满分,10
不骄不躁,2
沉着,3
应对,18
氛围,18
由于,17
ppt,4
先去,4
买点,14
皮蛋,5
考完,32
天刀,13
绩点,13
玩归,1
402,2
人要,4
难道,23
撕破,2
陈然,27
许淦丹,8
摩擦,1
谢谢你们,3
人性,56
本贱,1
不屑,6
考得,25
自我感觉,11
太细,1
还好,90
填空,3
改错,1
基本上,48
两道,1
算错,4
gg,4
以上,15
原谅,2
细节,36
概念,15
必须,72
高点,5
不见,18
黄河,2
心不死,1
考前,9
好歹,15
两套,3
当做,23
考完试,3
清楚,34
几次,28
次次,1
运气,16
不敢,94
保证,30
反正,62
做一套,3
模拟,21
没底,1
加油,70
信誓旦旦,1
很伤,1
我心,21
放心,13
排名,15
一科,8
不信,9
水平,51
拿奖,1
电脑前,2
无所事事,12
记日记,2
到位,10
行动,20
看书,44
撩妹,3
时时,9
如履薄冰,3
值得尊重,4
难得,61
等价,3
在我心中,3
精力有限,11
奢求,8
份量,6
估摸,1
心思,16
22,592
赵芳榕,6
回答,28
满意,23
男朋友,14
先睡,5
KOnXZ7fNaz4ErG9OT2sJvw,1
完马,1
原课,1
夏天,19
难有,3
凉爽,1
如沐春风,2
叠加,2
弯矩,1
啊啊啊,63
玩游戏,35
很爽,19
妒忌,2
奇怪,10
牙签,7
搭桥,7
砂纸,3
很快,39
等待,32
罗宇,1
消息,23
书吧,1
立功,1
立德,2
立言,2
在意,41
人生在世,4
迟早,1
脱离,9
依附,3
自主,15
养猪,2
段时间,26
电路,19
线性代数,6
高数,36
这节,2
毫无,25
再久,2
SAFO,16
认为,27
狐朋狗友,2
限制,22
外国,2
会起,1
反作用,1
改卷,1
上心,12
马马虎虎,1
应付,7
重要性,29
长大,37
激情,38
死气沉沉,3
为了,186
货币,5
经济学,39
准备金,1
防止,10
贷款,1
实用,3
减少,8
交换,21
政府,3
担保,1
债券,2
算了吧,8
一辈子,49
某人,1
结婚,19
姑且,20
依赖,21
心意,17
很难,36
相恋,1
某个,14
终老,7
普通,34
代替,5
哪有,25
不可,51
替代,8
交合,2
少时,1
憧憬,31
只怕,5
沦落,8
筹码,3
男女之间,11
区别,25
从来,95
纷繁复杂,7
眼里,9
无论如何,12
尽时,1
总归,11
要入,1
凡尘,3
太多,35
阴暗面,5
修身齐家,1
济世,4
情怀,15
渐趋,1
保守,7
通达,3
56,122
试讲,1
回想,21
点点滴滴,7
贺前,1
红梅,4
等等,48
一次次,13
成就,66
失落,23
周围,54
期待,86
自我实现,17
杆秤,3
随着,11
年龄,16
增长,11
不再,115
怀抱,5
纠结,40
倾向,5
态度,52
征服,11
顺应,7
本心,7
活得,23
太累,15
压制,5
不住,37
转移,21
否则,20
变本加厉,2
雄性激素,2
屁用,2
感动,45
动物,23
唯有,27
达到,33
锻炼,95
变强,2
成功,60
学是,1
出自,7
清醒,29
王道,3
搭个,1
费力,8
找个,20
苦力,2
说到底,16
往上爬,1
普通人,47
俗气,1
少有,16
几个,93
信赖,2
不够,63
资格,21
有时,27
很菜,2
不负责任,2
换个,18
角度,36
与我无关,6
原本,7
死皮赖脸,1
存留,6
世间,29
放弃,85
意思,50
出世,5
何必,67
于世,9
活在,17
必然,29
目的,40
人哈,1
如同,26
蜉蝣,5
无挂,1
不算,22
活着,20
偶尔,80
从容,9
生命,126
回归,45
尘土,5
宇宙,51
健身,7
给出,8
完美,54
欣慰,10
一步,89
年岁,7
XDcDataFy9mNT6lVttnUxA,1
荷塘,6
湖水,3
徜徉,4
情意,1
高涨,1
只要,103
地儿,4
地上,7
天空,42
一言为定,1
许下诺言,1
碰到,12
聊天,44
缺少,15
妹子,58
脸皮,3
博美人,1
一笑,2
无比,10
卑微,14
年纪,17
相互理解,4
牵绊,12
遇见,17
太普通,1
价值,45
无牵无挂,6
无忧,2
无愁,1
犯困,3
先写,7
10kg,1
主动,66
好累,18
论文,58
早晨,42
男生,32
追女生,1
不管怎么,15
平权,1
帽子,5
单纯,64
中心,34
时代,80
风格,12
什么样,65
解决,56
早期,3
强制,9
附属品,1
自理,2
变成,26
急剧,1
上升,8
古往今来,12
少数,19
凑合,9
强行,15
附会,1
罢了,96
心平气和,8
保留,25
渴求,3
倒不如,7
这趟,1
对得起,6
人家,32
偏见,7
一是,15
认知,18
局限,3
二是,9
荷尔蒙,19
性别,21
女好,1
文明,34
持剑,1
功名,5
解甲,1
糟糠,1
保障,13
就行了,12
妨碍,5
深交,3
后代,9
人类,54
聪明,20
况且,37
切身,11
责任,46
榜样,15
私自,1
做主,2
属于,36
概括,2
强求,17
目标,195
放到,9
实现,67
上去,22
古今中外,3
向往,29
众多,5
不休,1
诗篇,1
反过来,7
可遇,5
从前,3
单相思,1
从此以后,1
纵身,1
尘世,7
委心,1
以期,1
求得,4
一段,58
随性,8
博弈论,3
具有,3
先天,6
后手,1
相当,10
一场,54
博弈,12
局势,5
被动,19
钥匙,4
叶腾宇,2
开门,2
可是,76
这儿,9
贾文兴要,1
换成,9
125%,1
放开,7
拿来,8
开心,70
成长,110
空话,7
面临,14
一颗,43
进出,3
社团,12
发红包,3
报账,1
名誉,3
企图,4
宠辱不惊,2
足够,63
强大,27
每一刻,1
独特,18
周一,7
有时候,42
交个,2
深入,23
泛泛之交,3
另一方面,20
检验,18
课业,1
三件,2
主次,6
立下,12
誓言,2
日子,70
除非,28
自慰,8
疏导,4
情绪,13
做法,21
注意力,18
下下策,1
体会,50
快感,20
玉龟,1
含露,1
抱紧,1
金莲,1
微颤,1
扶身,1
回味无穷,1
不来,10
好好学习,11
下次,38
头疼,9
一会,11
写法,1
太合,1
言语,5
震撼,9
强烈,27
代入,10
福贵,1
产生,37
交集,7
换句话说,8
滥情,2
女孩,18
坏女孩,1
不值,2
别想,4
really,12
tired,3
Only,7
when,9
become,3
strong,1
enough,2
can,16
meet,3
the,118
right,9
person,3
不委心任,2
去留,4
累死,2
不管,92
出到力,1
圆梦,3
计划,73
新加坡,1
交流,49
完全免费,1
正面,12
促进,6
不去,31
不行,126
攒点,3
真真切切,1
出过,2
远门,2
遑论,3
出国,4
沉浸,22
天下,35
亲身,12
体验,142
外面,51
抓住,14
树立,10
借着,9
大一,12
出去,128
大三,9
门槛,4
盲目,7
大胆,11
水吧,1
倒要,1
身上,32
没把握,3
多嘴,1
看见,30
刘飞,35
结题,2
单乾元,1
学姐,11
国创,3
自愧不如,2
美照,1
看吧,15
懒得,6
复制,4
十足,3
大美女,1
花痴,1
ing,10
豪情壮志,1
人身,2
几度,5
青春年华,7
专研,5
钻研,19
走错,2
可怕,14
一失足成千古恨,2
再回首,4
百年,19
最近,55
那段,11
夕阳,10
下福贵,1
老牛,1
场景,19
有种,31
贴近生活,1
清苦,1
滋味,4
纯粹,20
宝贵,39
岁月,76
权衡,12
网页,5
便签,26
陈罗宇,1
气不过,1
打交道,5
读点,1
热心肠,3
冰冷,5
抛弃,9
理科生,1
耿直,3
然并否,1
这话,2
无数遍,2
温情,15
培养,34
爱好,6
写写字,6
有空,4
官方,3
全是,23
调剂,17
参与,15
人数,2
相对,30
两百,1
三十块,1
做个,19
程序,22
回来,144
筛选,9
现场,11
陈述,2
贫困生,1
同样,39
明显,34
失败,71
便宜,13
